,ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,Searches,Searches_lower,Searches_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yhat
0,2016-01-05,278.57061093872426,278.57061093872426,278.57061093872426,135.50094893338866,441.2473924508751,0.9265270092658495,0.9265270092658495,0.9265270092658495,9.034082368860279,9.034082368860279,9.034082368860279,0.9265270092658495,0.9265270092658495,0.9265270092658495,0.0,0.0,0.0,8.107555359594429,8.107555359594429,8.107555359594429,287.6046933075845
1,2016-01-17,272.76806752945436,272.76806752945436,272.76806752945436,119.31744367790775,413.66704457731794,-1.293722045196096,-1.293722045196096,-1.293722045196096,-11.757790904765193,-11.757790904765193,-11.757790904765193,-1.293722045196096,-1.293722045196096,-1.293722045196096,0.0,0.0,0.0,-10.464068859569096,-10.464068859569096,-10.464068859569096,261.01027662468914
2,2016-01-24,269.3832505407136,269.3832505407136,269.3832505407136,135.47481330335143,397.6559262026366,13.803971525145133,13.803971525145133,13.803971525145133,3.339902665789977,3.339902665789977,3.339902665789977,13.803971525145133,13.803971525145133,13.803971525145133,0.0,0.0,0.0,-10.464068859355157,-10.464068859355157,-10.464068859355157,272.7231532065036
3,2016-01-31,265.9984335519728,265.9984335519728,265.9984335519728,125.68909833238533,413.01234353166024,12.027772281575576,12.027772281575576,12.027772281575576,1.563703421868167,1.563703421868167,1.563703421868167,12.027772281575576,12.027772281575576,12.027772281575576,0.0,0.0,0.0,-10.464068859707409,-10.464068859707409,-10.464068859707409,267.562136973841
4,2016-02-10,261.1629806955753,261.1629806955753,261.1629806955753,13.673437006143168,303.9249407218399,-2.181821666980874,-2.181821666980874,-2.181821666980874,-96.24672015812779,-96.24672015812779,-96.24672015812779,-2.181821666980874,-2.181821666980874,-2.181821666980874,0.0,0.0,0.0,-94.06489849114692,-94.06489849114692,-94.06489849114692,164.9162605374475
5,2016-02-14,259.22879955301624,259.22879955301624,259.22879955301624,103.66634251930057,402.83989185780797,4.478925496404962,4.478925496404962,4.478925496404962,-5.985143362874563,-5.985143362874563,-5.985143362874563,4.478925496404962,4.478925496404962,4.478925496404962,0.0,0.0,0.0,-10.464068859279525,-10.464068859279525,-10.464068859279525,253.24365619014168
6,2016-02-21,255.84398255353798,255.84398255353798,255.84398255353798,100.77544166149934,411.1180986714362,6.699174550866908,6.699174550866908,6.699174550866908,-3.76489430876488,-3.76489430876488,-3.76489430876488,6.699174550866908,6.699174550866908,6.699174550866908,0.0,0.0,0.0,-10.464068859631787,-10.464068859631787,-10.464068859631787,252.07908824477312
7,2016-02-28,252.45916555405972,252.45916555405972,252.45916555405972,90.99540528815784,393.99768935861965,-0.40562242341131766,-0.40562242341131766,-0.40562242341131766,-10.869691282829171,-10.869691282829171,-10.869691282829171,-0.40562242341131766,-0.40562242341131766,-0.40562242341131766,0.0,0.0,0.0,-10.464068859417853,-10.464068859417853,-10.464068859417853,241.58947427123056
8,2016-03-01,251.49207497973055,251.49207497973055,251.49207497973055,110.96478949440416,416.0252549744886,-1.293722045196096,-1.293722045196096,-1.293722045196096,6.813833314498332,6.813833314498332,6.813833314498332,-1.293722045196096,-1.293722045196096,-1.293722045196096,0.0,0.0,0.0,8.107555359694429,8.107555359694429,8.107555359694429,258.30590829422886
9,2016-03-04,250.04143911823687,250.04143911823687,250.04143911823687,258.05486568321595,559.2243615435068,4.0348756855125725,4.0348756855125725,4.0348756855125725,166.31269904310608,166.31269904310608,166.31269904310608,4.0348756855125725,4.0348756855125725,4.0348756855125725,0.0,0.0,0.0,162.2778233575935,162.2778233575935,162.2778233575935,416.3541381613429
10,2016-03-07,248.59080325674316,248.59080325674316,248.59080325674316,109.33048222656,418.3979294738896,-10.618768073936266,-10.618768073936266,-10.618768073936266,18.126390455768895,18.126390455768895,18.126390455768895,-10.618768073936266,-10.618768073936266,-10.618768073936266,0.0,0.0,0.0,28.745158529705158,28.745158529705158,28.745158529705158,266.717193712512
11,2016-03-13,245.68953156782695,245.68953156782698,245.68953156782698,102.90072318718497,382.83463575340124,11.139672659790799,11.139672659790799,11.139672659790799,0.6756038004392234,0.6756038004392234,0.6756038004392234,11.139672659790799,11.139672659790799,11.139672659790799,0.0,0.0,0.0,-10.464068859351574,-10.464068859351574,-10.464068859351574,246.36513536826618
12,2016-03-20,242.30471459742472,242.30471459742472,242.30471459742472,72.66074731059234,374.2037068313492,-3.0699212887656517,-3.0699212887656517,-3.0699212887656517,-13.533990148493263,-13.533990148493263,-13.533990148493263,-3.0699212887656517,-3.0699212887656517,-3.0699212887656517,0.0,0.0,0.0,-10.464068859727613,-10.464068859727613,-10.464068859727613,228.77072444893145
13,2016-03-27,238.91989762702246,238.91989762702246,238.91989762702246,89.0346150440547,382.21044520438727,3.5908258746201844,3.5908258746201844,3.5908258746201844,-6.873242984893478,-6.873242984893478,-6.873242984893478,3.5908258746201844,3.5908258746201844,3.5908258746201844,0.0,0.0,0.0,-10.464068859513663,-10.464068859513663,-10.464068859513663,232.046654642129
14,2016-04-09,232.63380903028158,232.63380903028158,232.63380903028158,-7.771417849738732,292.5824763534043,-12.39496731750582,-12.39496731750582,-12.39496731750582,-98.4400870010836,-98.4400870010836,-98.4400870010836,-12.39496731750582,-12.39496731750582,-12.39496731750582,0.0,0.0,0.0,-86.04511968357778,-86.04511968357778,-86.04511968357778,134.193722029198
15,2016-04-12,231.1831732002644,231.1831732002644,231.1831732002644,80.33709529589115,380.0768621786139,-12.39496731750582,-12.39496731750582,-12.39496731750582,-4.287411958011098,-4.287411958011098,-4.287411958011098,-12.39496731750582,-12.39496731750582,-12.39496731750582,0.0,0.0,0.0,8.107555359494723,8.107555359494723,8.107555359494723,226.89576124225331
16,2016-04-17,228.76544681690254,228.76544681690254,228.76544681690254,71.44814032609368,372.7123045053068,3.5908258746201844,3.5908258746201844,3.5908258746201844,-6.873242984998663,-6.873242984998663,-6.873242984998663,3.5908258746201844,3.5908258746201844,3.5908258746201844,0.0,0.0,0.0,-10.464068859618848,-10.464068859618848,-10.464068859618848,221.89220383190388
17,2016-04-24,225.3806299079062,225.3806299079062,225.3806299079062,83.86945443929267,385.262291471572,24.461166986562468,24.461166986562468,24.461166986562468,13.997098127157566,13.997098127157566,13.997098127157566,24.461166986562468,24.461166986562468,24.461166986562468,0.0,0.0,0.0,-10.464068859404902,-10.464068859404902,-10.464068859404902,239.37772803506377
18,2016-05-06,219.57808663534107,219.57808663534104,219.57808663534104,250.7614189769071,546.6691057806643,9.80752322711363,9.80752322711363,9.80752322711363,172.0853465845661,172.0853465845661,172.0853465845661,9.80752322711363,9.80752322711363,9.80752322711363,0.0,0.0,0.0,162.2778233574525,162.2778233574525,162.2778233574525,391.6634332199072
